,freq_p_change,control_cum_log_real_sales_lag1,control_cum_log_real_sales_lag2,control_cum_log_real_sales_lag3,control_cum_log_real_sales_lag4,std_MP_median_lag1,std_MP_median_lag2,std_MP_median_lag3,std_MP_median_lag4,upstreamness,std_MP_median,std_MP_median_upstreamness
0,0.049649034539843935,0.003375904166100685,0.0036104438957623446,0.004312189869892614,0.003607548195566413,0.010440614018474303,0.005919254342907357,0.0052223902454879255,0.007974436913094641,0.0016612342671404835,0.011619806891852874,0.0013371910487005915
1,0.058314101126109685,0.0032238954325934945,0.003760444192151711,0.005198190985543393,0.004050317623758401,0.006184007969537225,0.0057378003626641656,0.00688289289022442,0.0053303429672821295,0.001832113719359309,0.010618786198843865,0.0015994169539154217
2,0.07286550356500456,0.0036710760560388213,0.006884724677109344,0.006590050224191935,0.005289122940628662,0.008007548268983696,0.008343314721412882,0.0057932201696579725,0.008640457878688109,0.00222034461433146,0.010238754707257325,0.0018405807607109136
3,0.10279171037399522,0.007135745823133779,0.008294964608320602,0.007593339808819856,0.005227141151847532,0.00863951625560538,0.005985252104541904,0.007674942392644313,0.005460343203034466,0.0024042336712802592,0.01005006648415309,0.0019376707664138621
4,0.08470104207919141,0.005518453889388594,0.007298356608506488,0.0063277362401968915,0.005361256106272574,0.008295785335437393,0.00936613899135373,0.007086482406275543,0.012822800645732114,0.0027811951279048015,0.010220137702277072,0.001957508053543264
5,0.07843334393488684,0.005657418718490392,0.005815324194367298,0.007492908798375926,0.005129621164736809,0.010247632670823972,0.006984110128649233,0.012537116565963152,0.0059532149975635405,0.003068176269752605,0.010787919318060614,0.0019598302459512273
6,0.08168747247365982,0.003672161195210304,0.008089523197896933,0.006979415664022333,0.004843612106903202,0.008772174948692908,0.013108006269162017,0.007488237595111782,0.013842999352286675,0.0033859371182754683,0.01152157789165308,0.0019463568987798739
7,0.0968971103424925,0.007879119536839257,0.008100040221557088,0.0071954307930133,0.004134862394378772,0.012635929592572854,0.00722657234613077,0.013349667681073069,0.007833033267994878,0.0036750739166330386,0.012344338562279691,0.0018981093686923761
8,0.09176003642409239,0.004632327755005301,0.00656422045165664,0.005454337300239352,0.0034388071453909123,0.009451118786072524,0.01493460173023686,0.008805779183063476,0.010930442631740237,0.0039993572894128126,0.013420706117028175,0.0018498793564385937
9,0.10009951432490025,0.005056376729552962,0.004928837725057155,0.004534561348743988,0.002750151056354985,0.015795830123389323,0.008408635491183704,0.011422516962676328,0.009488151209433492,0.0040111692503292705,0.014493690887240018,0.0018263164214791946
10,0.0882904907789185,0.003263586486050834,0.004854060604395594,0.004374933851039152,0.0035285204924245836,0.010255395529617267,0.013533842528714524,0.01073750030729652,0.01260029604099036,0.0041160960521146725,0.014966189857757042,0.0018183756485198775
11,0.12524466505725593,0.004477440776890317,0.004394331834309664,0.004716199664392375,0.0030175965197837924,0.014869790775463238,0.011160957987119583,0.011957680424603453,0.011089405531588084,0.004110547215091073,0.014729667065410748,0.0018975961876062618
12,0.1253482130793044,0.003554838056616472,0.004939708469771509,0.004978528762833286,0.0037042631363493695,0.014593923913560479,0.014397381489835841,0.01296041882485768,0.01316618185676841,0.004501994694370038,0.015829243257488846,0.0023896609762159575
